2020-05-23 10:50:53.619 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 13:22:52.468 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 13:22:52.772 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 3400 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:22:52.772 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 13:22:55.261 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:22:56.555 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 4.046 seconds (JVM running for 5.091)
2020-05-23 13:22:57.154 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 13:23:09.211 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 6964 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:23:09.211 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:23:10.753 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:23:10.756 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:23:10.756 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:23:10.756 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:23:10.826 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:23:10.826 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1562 ms
2020-05-23 13:23:11.419 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:23:11.873 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:23:11.902 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:23:11.902 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2020-05-23 13:23:11.904 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8088"]
2020-05-23 13:23:11.904 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-8088"]
2020-05-23 13:23:11.914 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 13:23:38.730 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 17860 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:23:38.746 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:23:40.468 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:23:40.480 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:23:40.480 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:23:40.480 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:23:40.560 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:23:40.560 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1616 ms
2020-05-23 13:23:41.099 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:23:41.345 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:23:41.376 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:23:41.384 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 3.107 seconds (JVM running for 3.607)
2020-05-23 13:23:45.736 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:23:45.736 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:23:45.741 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2020-05-23 13:23:45.916 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-05-23 13:23:46.048 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-05-23 13:24:39.479 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 9696 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:24:39.481 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:24:41.687 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:24:41.697 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:24:41.697 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:24:41.697 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:24:41.808 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:24:41.808 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2198 ms
2020-05-23 13:24:42.823 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:24:43.730 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:24:43.769 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:24:43.771 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 4.886 seconds (JVM running for 5.805)
2020-05-23 13:25:15.810 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:25:15.810 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:25:15.823 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 13 ms
2020-05-23 13:25:16.024 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-05-23 13:25:16.156 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-05-23 13:31:00.606 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 1332 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:31:00.606 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:31:02.124 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:31:02.134 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:31:02.134 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:31:02.134 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:31:02.215 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:31:02.215 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1509 ms
2020-05-23 13:31:02.500 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2020-05-23 13:31:39.170 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 17120 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:31:39.171 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:31:40.898 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:31:40.908 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:31:40.908 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:31:40.908 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:31:41.074 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:31:41.075 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1836 ms
2020-05-23 13:31:41.702 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:31:41.993 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:31:42.040 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:31:42.045 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 3.272 seconds (JVM running for 3.787)
2020-05-23 13:31:47.196 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:31:47.196 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:31:47.204 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2020-05-23 13:31:47.370 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-05-23 13:31:47.490 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-05-23 13:32:42.203 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 11572 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:32:42.204 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:32:43.725 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:32:43.734 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:32:43.734 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:32:43.734 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:32:43.821 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:32:43.821 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1568 ms
2020-05-23 13:32:44.671 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:32:45.174 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:32:45.239 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:32:45.245 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 3.418 seconds (JVM running for 3.905)
2020-05-23 13:33:05.333 [http-nio-8088-exec-3] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:33:05.333 [http-nio-8088-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:33:05.342 [http-nio-8088-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 9 ms
2020-05-23 13:33:05.467 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-05-23 13:33:05.692 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-05-23 13:36:15.788 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 18828 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:36:15.788 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:36:17.590 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:36:17.600 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:36:17.600 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:36:17.600 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:36:17.680 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:36:17.680 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1854 ms
2020-05-23 13:36:18.186 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:36:18.407 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:36:18.435 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:36:18.437 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 2.987 seconds (JVM running for 3.506)
2020-05-23 13:36:25.511 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:36:25.512 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:36:25.518 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2020-05-23 13:36:25.638 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-05-23 13:36:25.745 [http-nio-8088-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
